3.559659831225872595e-02,7.281171478331088798e-02,1.920283201150596022e-03,4.364969858899712951e-02,1.949432092905044323e-02
5.547660595178604409e-02,1.225471711158752364e-01,1.634052783250808600e-03,1.157514227181673100e-01,5.275549598038196258e-02
6.365086001157761741e-02,7.271847121417522597e-02,8.778741632122546426e-04,1.376044222712516918e-01,4.283264448493719068e-02
4.679415535926819553e-02,3.126275762915611128e-02,1.910400087945163120e-03,9.949472252279520368e-02,7.463602496311068368e-03
5.907409304380417669e-02,3.869836132973432374e-02,1.271654427400790207e-04,1.134895237907767307e-01,0.000000000000000000e+00
4.516815841197967946e-02,4.988447476178407836e-02,1.104528176598250800e-03,1.371069379895925588e-01,1.204984460584819332e-02
9.237451940774918380e-02,1.698142890632152457e-01,5.012916052713990364e-03,3.058081023395061715e-01,5.052031078934669100e-02
1.131134759187698430e-01,1.053425762802362442e-01,4.333779683802276581e-04,1.901196576654911041e-01,1.645018614828586481e-02
1.088268654942512598e-01,7.942979671061038693e-02,1.540157579351216421e-03,1.895046707242727391e-01,3.575878734141588189e-02
4.005531992018222798e-02,2.340411236509680817e-02,9.957260834053158031e-04,1.886989635229110729e-01,3.774972639232873628e-02
1.233804548978805621e-01,2.594348591566085771e-01,0.000000000000000000e+00,3.457998830080032393e-01,5.610287154465913584e-02
