8.309264391660690918e-02,6.530549183487892317e-02,6.752799991518258424e-03,1.228803491592407315e-01,2.827357088923453943e-01
7.196791595220566884e-02,9.498487219214439559e-02,2.046490442007780144e-02,2.470567725598812325e-01,3.921355600953101983e-01
1.287891717553138748e-01,9.649954900145529813e-02,2.730541726201772545e-02,3.293751163780689328e-01,5.905464509725569799e-01
5.602088543772697909e-02,4.558489613234996407e-02,4.724676565825938757e-02,4.034817722439766330e-01,4.739785426855087080e-01
5.134105472266674297e-02,2.829151827096939020e-01,5.633196888864040047e-02,5.762065914273262202e-01,5.190005093812942727e-01
5.942365783452988048e-02,1.667014628648757768e-01,3.422544528543949166e-02,3.981225983798504231e-01,4.019083968400954943e-01
1.139401327371597356e-01,2.682517027854919300e-01,4.088103778660297227e-02,6.061234939098358865e-01,2.376230295896530065e-01
1.399808095693588494e-01,2.889789488911628790e-01,6.498801863193510997e-02,6.135205712914466591e-01,3.806522945165634053e-01
8.405675402283668829e-02,2.746990814805030934e-01,7.369970834255218373e-02,2.740275733172893857e-01,3.497056257724761585e-01
1.387609232068061915e-01,8.717680372297763325e-02,6.047032168507575356e-02,5.221223723888397394e-01,4.368127070665359102e-01
4.603050953149796093e-02,6.794146917760371385e-02,1.188149741291999809e-02,1.501309856772422846e-01,1.375711894035339389e-01
