2.235019084811210727e-02,2.658465253189206193e-02,8.328141882084310168e-04,8.981137443333864212e-02,2.791624428629875254e-01
2.298021438717842355e-02,4.205704860389232469e-02,0.000000000000000000e+00,1.555733712762594201e-01,3.724572980403900169e-01
2.163053673505783286e-02,4.140903037041425427e-02,0.000000000000000000e+00,1.445556358247995499e-01,2.969305965304374628e-01
1.048625895380973956e-02,3.878855869174003407e-02,1.027281480375677285e-03,1.442694872617721613e-01,3.078054307103156861e-01
1.782375278323888868e-02,4.274274151772260860e-02,3.429145175032317396e-03,1.398331551253795546e-01,3.280616536736488120e-01
2.099196901917457780e-02,4.255779374390840364e-02,6.121086386963724493e-03,1.492208649963140676e-01,2.993777403235435286e-01
2.259366287291050129e-02,3.606368847191333826e-02,1.540859457850456138e-02,1.529939302057027883e-01,3.238616739511489540e-01
2.622890782356262357e-02,4.007132265716790986e-02,2.155468319356441259e-02,1.415966630727052700e-01,3.003768649101257182e-01
2.096078740060329515e-02,2.958896618336439091e-02,2.370531537383794782e-02,1.228852848708629625e-01,2.985502568483352492e-01
2.490889419615268871e-02,7.025999777019023562e-02,1.530511059612035644e-02,8.015839051455259101e-02,3.123895342946052534e-01
2.720749984681606476e-02,1.202739851176738706e-01,1.374994702264666427e-02,2.093770728260278824e-01,1.730159874260425446e-01
3.559659831225872595e-02,7.281171478331088798e-02,1.920283201150596022e-03,4.364969858899712951e-02,1.949432092905044323e-02
5.547660595178604409e-02,1.225471711158752364e-01,1.634052783250808600e-03,1.157514227181673100e-01,5.275549598038196258e-02
6.365086001157761741e-02,7.271847121417522597e-02,8.778741632122546426e-04,1.376044222712516918e-01,4.283264448493719068e-02
4.679415535926819553e-02,3.126275762915611128e-02,1.910400087945163120e-03,9.949472252279520368e-02,7.463602496311068368e-03
5.907409304380417669e-02,3.869836132973432374e-02,1.271654427400790207e-04,1.134895237907767307e-01,0.000000000000000000e+00
4.516815841197967946e-02,4.988447476178407836e-02,1.104528176598250800e-03,1.371069379895925588e-01,1.204984460584819332e-02
9.237451940774918380e-02,1.698142890632152457e-01,5.012916052713990364e-03,3.058081023395061715e-01,5.052031078934669100e-02
1.131134759187698430e-01,1.053425762802362442e-01,4.333779683802276581e-04,1.901196576654911041e-01,1.645018614828586481e-02
1.088268654942512598e-01,7.942979671061038693e-02,1.540157579351216421e-03,1.895046707242727391e-01,3.575878734141588189e-02
4.005531992018222798e-02,2.340411236509680817e-02,9.957260834053158031e-04,1.886989635229110729e-01,3.774972639232873628e-02
1.233804548978805621e-01,2.594348591566085771e-01,0.000000000000000000e+00,3.457998830080032393e-01,5.610287154465913584e-02
1.361031228303909435e-01,4.490363702178001154e-02,1.644604026339948049e-03,3.864696013927459983e-01,8.982880194485186320e-02
1.293934825658798193e-01,1.439339300990104542e-01,3.716470381245016823e-03,3.729812832176685466e-01,1.491024809479713220e-01
9.268362119793892295e-02,3.632037930190563230e-02,2.783711400814354274e-03,2.769282719492912603e-01,6.244768376648425490e-02
1.315926117897033842e-01,4.676685485243797236e-01,1.437635311111807798e-02,5.894355529546737582e-01,3.691660657525062117e-01
9.501384955644608110e-02,1.639388890564441592e-01,3.095125922933220520e-03,5.029600855708122875e-01,2.977467304468154885e-01
1.282708949446678404e-01,1.006069202721118910e-01,1.788083291030488761e-04,4.131903442740440524e-01,3.191017360687255500e-01
1.694787379503250313e-01,6.362782306969165524e-02,0.000000000000000000e+00,3.487693543732166557e-01,2.627084618806838634e-01
1.485347335338592645e-01,4.251640796661376731e-02,4.777107920497655584e-03,2.428323215246200595e-01,3.330507631897925980e-01
2.425005673170090026e-01,1.098673393577337259e-01,1.816291069239377859e-02,3.613899962604045779e-01,4.567799076437950023e-01
9.897950121760369646e-02,1.039741246402263591e-01,6.074131445959210507e-03,8.810760632157325911e-02,4.282752390503883344e-01
4.900957712531089916e-02,5.081930622458457475e-02,7.137022571638226148e-03,1.980534868687391370e-01,2.680379742980003033e-01
8.309264391660690918e-02,6.530549183487892317e-02,6.752799991518258424e-03,1.228803491592407315e-01,2.827357088923453943e-01
7.196791595220566884e-02,9.498487219214439559e-02,2.046490442007780144e-02,2.470567725598812325e-01,3.921355600953101983e-01
1.287891717553138748e-01,9.649954900145529813e-02,2.730541726201772545e-02,3.293751163780689328e-01,5.905464509725569799e-01
5.602088543772697909e-02,4.558489613234996407e-02,4.724676565825938757e-02,4.034817722439766330e-01,4.739785426855087080e-01
5.134105472266674297e-02,2.829151827096939020e-01,5.633196888864040047e-02,5.762065914273262202e-01,5.190005093812942727e-01
5.942365783452988048e-02,1.667014628648757768e-01,3.422544528543949166e-02,3.981225983798504231e-01,4.019083968400954943e-01
1.139401327371597356e-01,2.682517027854919300e-01,4.088103778660297227e-02,6.061234939098358865e-01,2.376230295896530065e-01
1.399808095693588494e-01,2.889789488911628790e-01,6.498801863193510997e-02,6.135205712914466591e-01,3.806522945165634053e-01
8.405675402283668829e-02,2.746990814805030934e-01,7.369970834255218373e-02,2.740275733172893857e-01,3.497056257724761585e-01
1.387609232068061915e-01,8.717680372297763325e-02,6.047032168507575356e-02,5.221223723888397394e-01,4.368127070665359102e-01
4.603050953149796093e-02,6.794146917760371385e-02,1.188149741291999809e-02,1.501309856772422846e-01,1.375711894035339389e-01
