1.361031228303909435e-01,4.490363702178001154e-02,1.644604026339948049e-03,3.864696013927459983e-01,8.982880194485186320e-02
1.293934825658798193e-01,1.439339300990104542e-01,3.716470381245016823e-03,3.729812832176685466e-01,1.491024809479713220e-01
9.268362119793892295e-02,3.632037930190563230e-02,2.783711400814354274e-03,2.769282719492912603e-01,6.244768376648425490e-02
1.315926117897033842e-01,4.676685485243797236e-01,1.437635311111807798e-02,5.894355529546737582e-01,3.691660657525062117e-01
9.501384955644608110e-02,1.639388890564441592e-01,3.095125922933220520e-03,5.029600855708122875e-01,2.977467304468154885e-01
1.282708949446678404e-01,1.006069202721118910e-01,1.788083291030488761e-04,4.131903442740440524e-01,3.191017360687255500e-01
1.694787379503250313e-01,6.362782306969165524e-02,0.000000000000000000e+00,3.487693543732166557e-01,2.627084618806838634e-01
1.485347335338592645e-01,4.251640796661376731e-02,4.777107920497655584e-03,2.428323215246200595e-01,3.330507631897925980e-01
2.425005673170090026e-01,1.098673393577337259e-01,1.816291069239377859e-02,3.613899962604045779e-01,4.567799076437950023e-01
9.897950121760369646e-02,1.039741246402263591e-01,6.074131445959210507e-03,8.810760632157325911e-02,4.282752390503883344e-01
4.900957712531089916e-02,5.081930622458457475e-02,7.137022571638226148e-03,1.980534868687391370e-01,2.680379742980003033e-01
