Timestamp,Actual,Prediction
2024-08-25 23:00:10+00:00,0.375,0.39033583
2024-08-25 23:00:20+00:00,0.375,0.39034367
2024-08-25 23:00:30+00:00,0.375,0.39035156
2024-08-25 23:00:40+00:00,0.375,0.39035946
2024-08-25 23:00:50+00:00,0.375,0.39036736
2024-08-25 23:01:00+00:00,0.375,0.39037517
2024-08-25 23:01:10+00:00,0.375,0.3903831
2024-08-25 23:01:20+00:00,0.375,0.3904973
2024-08-25 23:01:30+00:00,0.375,0.39050516
2024-08-25 23:01:40+00:00,0.375,0.39051303
2024-08-25 23:01:50+00:00,0.375,0.39052093
2024-08-25 23:02:00+00:00,0.375,0.39052877
2024-08-25 23:02:10+00:00,0.375,0.39053667
2024-08-25 23:02:20+00:00,0.375,0.39054456
2024-08-25 23:02:30+00:00,0.375,0.39055243
2024-08-25 23:02:40+00:00,0.375,0.39056027
2024-08-25 23:02:50+00:00,0.375,0.39056817
2024-08-25 23:03:00+00:00,0.375,0.3905761
2024-08-25 23:03:10+00:00,0.375,0.3905839
2024-08-25 23:03:20+00:00,0.375,0.39059183
2024-08-25 23:03:30+00:00,0.375,0.3905997
2024-08-25 23:03:40+00:00,0.375,0.39060757
2024-08-25 23:03:50+00:00,0.375,0.39061543
2024-08-25 23:04:00+00:00,0.375,0.39062333
2024-08-25 23:04:10+00:00,0.375,0.39063123
2024-08-25 23:04:20+00:00,0.375,0.39063907
2024-08-25 23:04:30+00:00,0.375,0.39064693
2024-08-25 23:04:40+00:00,0.375,0.39065483
2024-08-25 23:04:50+00:00,0.375,0.39066267
2024-08-25 23:05:00+00:00,0.375,0.39067057
2024-08-25 23:05:10+00:00,0.375,0.3906785
2024-08-25 23:05:20+00:00,0.375,0.3906863
2024-08-25 23:05:30+00:00,0.375,0.39069423
2024-08-25 23:05:40+00:00,0.375,0.390547
2024-08-25 23:05:50+00:00,0.375,0.39055488
2024-08-25 23:06:00+00:00,0.375,0.39056274
2024-08-25 23:06:10+00:00,0.375,0.3905706
2024-08-25 23:06:20+00:00,0.375,0.3905785
2024-08-25 23:06:30+00:00,0.375,0.39058635
2024-08-25 23:06:40+00:00,0.375,0.39059424
2024-08-25 23:06:50+00:00,0.375,0.3906021
2024-08-25 23:07:00+00:00,0.375,0.39061004
2024-08-25 23:07:10+00:00,0.376,0.39061785
2024-08-25 23:07:20+00:00,0.376,0.39062577
2024-08-25 23:07:30+00:00,0.376,0.39063367
2024-08-25 23:07:40+00:00,0.376,0.39064148
2024-08-25 23:07:50+00:00,0.376,0.39075896
2024-08-25 23:08:00+00:00,0.376,0.39076686
2024-08-25 23:08:10+00:00,0.376,0.3907747
2024-08-25 23:08:20+00:00,0.376,0.3907826
2024-08-25 23:08:30+00:00,0.376,0.39079046
2024-08-25 23:08:40+00:00,0.376,0.39079836
2024-08-25 23:08:50+00:00,0.376,0.3908062
2024-08-25 23:09:00+00:00,0.376,0.3908141
2024-08-25 23:09:10+00:00,0.376,0.39082202
2024-08-25 23:09:20+00:00,0.376,0.39082983
2024-08-25 23:09:30+00:00,0.376,0.3908377
2024-08-25 23:09:40+00:00,0.376,0.39084563
2024-08-25 23:09:50+00:00,0.376,0.39085343
2024-08-25 23:10:00+00:00,0.376,0.3904693
2024-08-25 23:10:10+00:00,0.376,0.3904772
2024-08-25 23:10:20+00:00,0.376,0.39048508
2024-08-25 23:10:30+00:00,0.376,0.39049295
2024-08-25 23:10:40+00:00,0.376,0.3905008
2024-08-25 23:10:50+00:00,0.376,0.3905087
2024-08-25 23:11:00+00:00,0.376,0.39051655
2024-08-25 23:11:10+00:00,0.376,0.39052445
2024-08-25 23:11:20+00:00,0.376,0.3905323
2024-08-25 23:11:30+00:00,0.376,0.39054018
2024-08-25 23:11:40+00:00,0.376,0.39054805
2024-08-25 23:11:50+00:00,0.376,0.39055598
2024-08-25 23:12:00+00:00,0.376,0.39056388
2024-08-25 23:12:10+00:00,0.376,0.3905717
2024-08-25 23:12:20+00:00,0.376,0.3905796
2024-08-25 23:12:30+00:00,0.376,0.39058748
2024-08-25 23:12:40+00:00,0.376,0.39059535
2024-08-25 23:12:50+00:00,0.376,0.3906032
2024-08-25 23:13:00+00:00,0.376,0.3906111
2024-08-25 23:13:10+00:00,0.376,0.39061898
2024-08-25 23:13:20+00:00,0.376,0.39062685
2024-08-25 23:13:30+00:00,0.376,0.39063472
2024-08-25 23:13:40+00:00,0.376,0.39064264
2024-08-25 23:13:50+00:00,0.376,0.39065045
2024-08-25 23:14:00+00:00,0.376,0.39065838
2024-08-25 23:14:10+00:00,0.376,0.39078873
2024-08-25 23:14:20+00:00,0.376,0.39079657
2024-08-25 23:14:30+00:00,0.376,0.39080444
2024-08-25 23:14:40+00:00,0.376,0.39081237
2024-08-25 23:14:50+00:00,0.376,0.3908202
2024-08-25 23:15:00+00:00,0.376,0.39082804
2024-08-25 23:15:10+00:00,0.376,0.39083597
2024-08-25 23:15:20+00:00,0.376,0.3908438
2024-08-25 23:15:30+00:00,0.376,0.39085168
2024-08-25 23:15:40+00:00,0.376,0.3908596
2024-08-25 23:15:50+00:00,0.376,0.3908675
2024-08-25 23:16:00+00:00,0.376,0.39087528
2024-08-25 23:16:10+00:00,0.376,0.3908832
2024-08-25 23:16:20+00:00,0.376,0.3910182
2024-08-25 23:16:30+00:00,0.376,0.39102605
2024-08-25 23:16:40+00:00,0.376,0.39103392
2024-08-25 23:16:50+00:00,0.376,0.39104182
2024-08-25 23:17:00+00:00,0.376,0.39104968
2024-08-25 23:17:10+00:00,0.376,0.39105752
2024-08-25 23:17:20+00:00,0.376,0.39106545
2024-08-25 23:17:30+00:00,0.376,0.3910733
2024-08-25 23:17:40+00:00,0.376,0.39108115
2024-08-25 23:17:50+00:00,0.376,0.39108905
2024-08-25 23:18:00+00:00,0.376,0.39109698
2024-08-25 23:18:10+00:00,0.376,0.39110485
2024-08-25 23:18:20+00:00,0.376,0.3911127
2024-08-25 23:18:30+00:00,0.376,0.39098847
2024-08-25 23:18:40+00:00,0.376,0.39099637
2024-08-25 23:18:50+00:00,0.376,0.3910042
2024-08-25 23:19:00+00:00,0.376,0.3910121
2024-08-25 23:19:10+00:00,0.376,0.39101997
2024-08-25 23:19:20+00:00,0.376,0.39102787
2024-08-25 23:19:30+00:00,0.376,0.3910357
2024-08-25 23:19:40+00:00,0.376,0.3910436
2024-08-25 23:19:50+00:00,0.376,0.39105153
2024-08-25 23:20:00+00:00,0.376,0.39105934
2024-08-25 23:20:10+00:00,0.376,0.39106727
