Timestamp,Actual,Prediction
2024-08-25 23:00:00+00:00,0.686,0.7525876
2024-08-25 23:00:10+00:00,0.686,0.7526012
2024-08-25 23:00:20+00:00,0.686,0.7526149
2024-08-25 23:00:30+00:00,0.686,0.75262856
2024-08-25 23:00:40+00:00,0.686,0.7526422
2024-08-25 23:00:50+00:00,0.686,0.7526558
2024-08-25 23:01:00+00:00,0.686,0.7526695
2024-08-25 23:01:10+00:00,0.686,0.75268316
2024-08-25 23:01:20+00:00,0.686,0.75327265
2024-08-25 23:01:30+00:00,0.686,0.7532863
2024-08-25 23:01:40+00:00,0.686,0.7533
2024-08-25 23:01:50+00:00,0.686,0.7533136
2024-08-25 23:02:00+00:00,0.686,0.75332725
2024-08-25 23:02:10+00:00,0.686,0.7533409
2024-08-25 23:02:20+00:00,0.686,0.7533546
2024-08-25 23:02:30+00:00,0.686,0.7533682
2024-08-25 23:02:40+00:00,0.686,0.75338185
2024-08-25 23:02:50+00:00,0.686,0.75339556
2024-08-25 23:03:00+00:00,0.686,0.75340915
2024-08-25 23:03:10+00:00,0.686,0.75342286
2024-08-25 23:03:20+00:00,0.686,0.7534365
2024-08-25 23:03:30+00:00,0.686,0.7534501
2024-08-25 23:03:40+00:00,0.686,0.75346375
2024-08-25 23:03:50+00:00,0.686,0.75347745
2024-08-25 23:04:00+00:00,0.686,0.7534911
2024-08-25 23:04:10+00:00,0.686,0.7535047
2024-08-25 23:04:20+00:00,0.686,0.75351834
2024-08-25 23:04:30+00:00,0.686,0.75353205
2024-08-25 23:04:40+00:00,0.686,0.75354564
2024-08-25 23:04:50+00:00,0.686,0.7535593
2024-08-25 23:05:00+00:00,0.686,0.75357294
2024-08-25 23:05:10+00:00,0.686,0.75358653
2024-08-25 23:05:20+00:00,0.686,0.75360024
2024-08-25 23:05:30+00:00,0.686,0.7536139
2024-08-25 23:05:40+00:00,0.686,0.75448704
2024-08-25 23:05:50+00:00,0.686,0.7545006
2024-08-25 23:06:00+00:00,0.686,0.75451434
2024-08-25 23:06:10+00:00,0.686,0.754528
2024-08-25 23:06:20+00:00,0.686,0.7545416
2024-08-25 23:06:30+00:00,0.686,0.7545552
2024-08-25 23:06:40+00:00,0.686,0.75456893
2024-08-25 23:06:50+00:00,0.686,0.7545826
2024-08-25 23:07:00+00:00,0.686,0.7545962
2024-08-25 23:07:10+00:00,0.686,0.7546098
2024-08-25 23:07:20+00:00,0.686,0.75462353
2024-08-25 23:07:30+00:00,0.686,0.7546371
2024-08-25 23:07:40+00:00,0.686,0.7546508
