Timestamp,Actual,Prediction
2024-08-25 23:00:10+00:00,0.615,0.6401988
2024-08-25 23:00:20+00:00,0.615,0.640232
2024-08-25 23:00:30+00:00,0.615,0.64026564
2024-08-25 23:00:40+00:00,0.615,0.64029926
2024-08-25 23:00:50+00:00,0.615,0.64033276
2024-08-25 23:01:00+00:00,0.615,0.64036614
2024-08-25 23:01:10+00:00,0.615,0.6403997
2024-08-25 23:01:20+00:00,0.615,0.6418112
2024-08-25 23:01:30+00:00,0.615,0.6418446
2024-08-25 23:01:40+00:00,0.615,0.6418782
2024-08-25 23:01:50+00:00,0.615,0.6419117
2024-08-25 23:02:00+00:00,0.615,0.641945
2024-08-25 23:02:10+00:00,0.615,0.6419786
2024-08-25 23:02:20+00:00,0.615,0.6420121
2024-08-25 23:02:30+00:00,0.615,0.64204574
2024-08-25 23:02:40+00:00,0.615,0.64207906
2024-08-25 23:02:50+00:00,0.615,0.64211255
2024-08-25 23:03:00+00:00,0.615,0.64214617
2024-08-25 23:03:10+00:00,0.615,0.64217955
2024-08-25 23:03:20+00:00,0.615,0.642213
2024-08-25 23:03:30+00:00,0.615,0.6422466
2024-08-25 23:03:40+00:00,0.615,0.64228
2024-08-25 23:03:50+00:00,0.615,0.6423135
2024-08-25 23:04:00+00:00,0.615,0.6423471
2024-08-25 23:04:10+00:00,0.615,0.6423807
2024-08-25 23:04:20+00:00,0.615,0.6424139
2024-08-25 23:04:30+00:00,0.615,0.64244753
2024-08-25 23:04:40+00:00,0.615,0.64248115
2024-08-25 23:04:50+00:00,0.615,0.64251435
2024-08-25 23:05:00+00:00,0.615,0.64254797
2024-08-25 23:05:10+00:00,0.615,0.6425816
2024-08-25 23:05:20+00:00,0.615,0.64261484
2024-08-25 23:05:30+00:00,0.615,0.64264846
2024-08-25 23:05:40+00:00,0.615,0.64363897
2024-08-25 23:05:50+00:00,0.615,0.6436724
2024-08-25 23:06:00+00:00,0.615,0.6437058
2024-08-25 23:06:10+00:00,0.615,0.6437394
2024-08-25 23:06:20+00:00,0.615,0.6437729
2024-08-25 23:06:30+00:00,0.615,0.6438062
