Timestamp,Actual,Prediction
2024-08-25 23:00:00+00:00,29.514,29.793049
2024-08-25 23:00:10+00:00,29.514,29.793518
2024-08-25 23:00:20+00:00,29.514,29.793991
2024-08-25 23:00:30+00:00,29.514,29.794462
2024-08-25 23:00:40+00:00,29.514,29.794935
2024-08-25 23:00:50+00:00,29.514,29.795403
2024-08-25 23:01:00+00:00,29.514,29.795874
2024-08-25 23:01:10+00:00,29.514,29.796345
2024-08-25 23:01:20+00:00,29.514,29.791319
2024-08-25 23:01:30+00:00,29.514,29.791792
2024-08-25 23:01:40+00:00,29.514,29.792263
2024-08-25 23:01:50+00:00,29.514,29.792732
2024-08-25 23:02:00+00:00,29.514,29.793201
2024-08-25 23:02:10+00:00,29.514,29.793674
2024-08-25 23:02:20+00:00,29.514,29.794146
2024-08-25 23:02:30+00:00,29.514,29.794615
2024-08-25 23:02:40+00:00,29.514,29.795088
2024-08-25 23:02:50+00:00,29.514,29.795559
2024-08-25 23:03:00+00:00,29.514,29.796026
2024-08-25 23:03:10+00:00,29.514,29.796497
2024-08-25 23:03:20+00:00,29.514,29.79697
2024-08-25 23:03:30+00:00,29.514,29.797441
2024-08-25 23:03:40+00:00,29.514,29.797909
2024-08-25 23:03:50+00:00,29.514,29.79838
2024-08-25 23:04:00+00:00,29.514,29.798853
2024-08-25 23:04:10+00:00,29.514,29.799322
2024-08-25 23:04:20+00:00,29.514,29.799793
2024-08-25 23:04:30+00:00,29.514,29.800266
2024-08-25 23:04:40+00:00,29.514,29.800734
2024-08-25 23:04:50+00:00,29.514,29.801205
2024-08-25 23:05:00+00:00,29.514,29.801676
2024-08-25 23:05:10+00:00,29.514,29.802149
2024-08-25 23:05:20+00:00,29.514,29.802616
2024-08-25 23:05:30+00:00,29.514,29.803087
2024-08-25 23:05:40+00:00,29.514,29.797596
2024-08-25 23:05:50+00:00,29.514,29.798063
2024-08-25 23:06:00+00:00,29.514,29.798536
2024-08-25 23:06:10+00:00,29.514,29.799006
2024-08-25 23:06:20+00:00,29.514,29.799475
2024-08-25 23:06:30+00:00,29.514,29.799948
2024-08-25 23:06:40+00:00,29.514,29.800419
2024-08-25 23:06:50+00:00,29.514,29.80089
2024-08-25 23:07:00+00:00,29.514,29.801357
2024-08-25 23:07:10+00:00,29.514,29.80183
2024-08-25 23:07:20+00:00,29.514,29.802301
2024-08-25 23:07:30+00:00,29.514,29.80277
2024-08-25 23:07:40+00:00,29.514,29.803244
2024-08-25 23:07:50+00:00,29.514,29.798445
2024-08-25 23:08:00+00:00,29.514,29.798916
2024-08-25 23:08:10+00:00,29.514,29.799385
2024-08-25 23:08:20+00:00,29.514,29.799858
2024-08-25 23:08:30+00:00,29.514,29.800327
2024-08-25 23:08:40+00:00,29.514,29.800797
2024-08-25 23:08:50+00:00,29.514,29.801268
2024-08-25 23:09:00+00:00,29.514,29.80174
2024-08-25 23:09:10+00:00,29.514,29.802208
2024-08-25 23:09:20+00:00,29.514,29.80268
2024-08-25 23:09:30+00:00,29.514,29.803152
2024-08-25 23:09:40+00:00,29.514,29.803623
2024-08-25 23:09:50+00:00,29.514,29.804092
2024-08-25 23:10:00+00:00,29.514,29.794073
2024-08-25 23:10:10+00:00,29.514,29.794548
2024-08-25 23:10:20+00:00,29.514,29.795015
2024-08-25 23:10:30+00:00,29.514,29.795486
2024-08-25 23:10:40+00:00,29.514,29.79596
2024-08-25 23:10:50+00:00,29.514,29.79643
2024-08-25 23:11:00+00:00,29.514,29.796898
2024-08-25 23:11:10+00:00,29.514,29.797369
2024-08-25 23:11:20+00:00,29.514,29.797842
2024-08-25 23:11:30+00:00,29.514,29.798311
2024-08-25 23:11:40+00:00,29.514,29.79878
2024-08-25 23:11:50+00:00,29.514,29.799252
2024-08-25 23:12:00+00:00,29.514,29.79972
2024-08-25 23:12:10+00:00,29.514,29.800194
2024-08-25 23:12:20+00:00,29.514,29.800665
2024-08-25 23:12:30+00:00,29.514,29.801138
2024-08-25 23:12:40+00:00,29.514,29.801605
2024-08-25 23:12:50+00:00,29.514,29.802076
2024-08-25 23:13:00+00:00,29.514,29.802547
2024-08-25 23:13:10+00:00,29.514,29.803015
2024-08-25 23:13:20+00:00,29.514,29.803488
2024-08-25 23:13:30+00:00,29.514,29.803959
2024-08-25 23:13:40+00:00,29.514,29.80443
2024-08-25 23:13:50+00:00,29.514,29.8049
2024-08-25 23:14:00+00:00,29.514,29.805372
2024-08-25 23:14:10+00:00,29.514,29.800816
2024-08-25 23:14:20+00:00,29.514,29.801283
2024-08-25 23:14:30+00:00,29.514,29.801756
2024-08-25 23:14:40+00:00,29.514,29.802227
2024-08-25 23:14:50+00:00,29.514,29.802696
2024-08-25 23:15:00+00:00,29.514,29.803165
2024-08-25 23:15:10+00:00,29.514,29.803638
2024-08-25 23:15:20+00:00,29.514,29.80411
2024-08-25 23:15:30+00:00,29.514,29.804579
2024-08-25 23:15:40+00:00,29.514,29.80505
2024-08-25 23:15:50+00:00,29.514,29.805523
2024-08-25 23:16:00+00:00,29.514,29.80599
2024-08-25 23:16:10+00:00,29.514,29.806461
2024-08-25 23:16:20+00:00,29.514,29.802088
2024-08-25 23:16:30+00:00,29.514,29.802559
2024-08-25 23:16:40+00:00,29.514,29.803028
2024-08-25 23:16:50+00:00,29.514,29.803497
2024-08-25 23:17:00+00:00,29.514,29.80397
2024-08-25 23:17:10+00:00,29.514,29.80444
2024-08-25 23:17:20+00:00,29.514,29.80491
2024-08-25 23:17:30+00:00,29.514,29.805384
2024-08-25 23:17:40+00:00,29.514,29.80585
2024-08-25 23:17:50+00:00,29.514,29.806322
2024-08-25 23:18:00+00:00,29.514,29.806793
2024-08-25 23:18:10+00:00,29.514,29.807266
2024-08-25 23:18:20+00:00,29.514,29.807734
2024-08-25 23:18:30+00:00,29.514,29.802383
2024-08-25 23:18:40+00:00,29.514,29.802853
2024-08-25 23:18:50+00:00,29.514,29.803322
2024-08-25 23:19:00+00:00,29.514,29.803795
2024-08-25 23:19:10+00:00,29.514,29.804266
2024-08-25 23:19:20+00:00,29.514,29.804733
2024-08-25 23:19:30+00:00,29.514,29.805206
2024-08-25 23:19:40+00:00,29.514,29.805677
2024-08-25 23:19:50+00:00,29.514,29.806149
2024-08-25 23:20:00+00:00,29.514,29.806616
2024-08-25 23:20:10+00:00,29.514,29.80709
2024-08-25 23:20:20+00:00,29.514,29.80756
2024-08-25 23:20:30+00:00,29.514,29.80803
2024-08-25 23:20:40+00:00,29.514,29.8085
2024-08-25 23:20:50+00:00,29.514,29.808973
2024-08-25 23:21:00+00:00,29.514,29.809443
2024-08-25 23:21:10+00:00,29.514,29.809912
2024-08-25 23:21:20+00:00,29.514,29.810385
2024-08-25 23:21:30+00:00,29.514,29.810856
2024-08-25 23:21:40+00:00,29.514,29.811323
2024-08-25 23:21:50+00:00,29.514,29.811794
2024-08-25 23:22:00+00:00,29.514,29.812267
2024-08-25 23:22:10+00:00,29.514,29.812737
2024-08-25 23:22:20+00:00,29.514,29.813208
2024-08-25 23:22:30+00:00,29.514,29.81368
2024-08-25 23:22:40+00:00,29.514,29.80955
2024-08-25 23:22:50+00:00,29.514,29.810019
2024-08-25 23:23:00+00:00,29.514,29.81049
2024-08-25 23:23:10+00:00,29.514,29.810963
2024-08-25 23:23:20+00:00,29.514,29.81143
2024-08-25 23:23:30+00:00,29.514,29.811901
2024-08-25 23:23:40+00:00,29.514,29.812372
2024-08-25 23:23:50+00:00,29.514,29.812845
2024-08-25 23:24:00+00:00,29.514,29.813314
2024-08-25 23:24:10+00:00,29.514,29.813784
2024-08-25 23:24:20+00:00,29.514,29.814257
2024-08-25 23:24:30+00:00,29.514,29.814726
2024-08-25 23:24:40+00:00,29.514,29.815197
2024-08-25 23:24:50+00:00,29.514,29.809937
2024-08-25 23:25:00+00:00,29.514,29.810406
2024-08-25 23:25:10+00:00,29.514,29.810879
2024-08-25 23:25:20+00:00,29.514,29.81135
2024-08-25 23:25:30+00:00,29.514,29.811821
2024-08-25 23:25:40+00:00,29.514,29.812288
2024-08-25 23:25:50+00:00,29.514,29.812761
2024-08-25 23:26:00+00:00,29.514,29.813232
2024-08-25 23:26:10+00:00,29.514,29.813702
2024-08-25 23:26:20+00:00,29.514,29.814175
2024-08-25 23:26:30+00:00,29.514,29.814644
